Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations
2017,6,Europe,Model 3,5509,6002,110626.69,82,489,404.09,Official (Quarter),4270
2017,8,Europe,Model X,7497,8021,55298.98,60,341,383.47,Official (Quarter),12642
2022,1,Middle East,Model 3,7772,8489,107963.03,75,418,487.3,Interpolated (Month),10131
2023,10,North America,Model 3,11636,12345,61678.68,120,661,1153.71,Interpolated (Month),4600
2024,2,Middle East,Cybertruck,10257,11190,89536.89,120,711,1093.91,Estimated (Region),12859
2016,9,North America,Model Y,15648,17137,61616.84,82,487,1143.09,Estimated (Region),8129
2019,10,Asia,Cybertruck,12582,13593,77593.33,100,592,1117.28,Interpolated (Month),8915
2024,5,Middle East,Model S,11919,13335,103069.04,60,357,638.26,Interpolated (Month),3177
2022,1,North America,Model X,10780,11489,53141.67,60,357,577.27,Official (Quarter),8643
2023,7,Middle East,Model 3,11920,13072,103025.69,60,333,595.4,Official (Quarter),12998
2025,6,Europe,Cybertruck,12027,12592,96555.42,120,710,1280.88,Interpolated (Month),7324
2016,11,Asia,Model X,15569,17489,110029.36,100,595,1389.53,Interpolated (Month),8171
2024,8,North America,Model 3,8129,8264,100593.34,100,563,686.49,Estimated (Region),12840
2020,7,Europe,Model X,12980,14620,75352.71,100,583,1135.1,Estimated (Region),8649
2023,7,Europe,Cybertruck,8193,8455,50406.26,120,678,833.23,Interpolated (Month),11987
2018,9,North America,Model S,8643,9882,76367.35,60,340,440.79,Official (Quarter),3749
2025,9,Europe,Cybertruck,10381,11098,67623.16,75,426,663.35,Estimated (Region),12599
2017,8,North America,Model Y,9061,10138,54833.21,75,430,584.43,Official (Quarter),9728
2024,12,Asia,Model Y,17324,19456,81581.48,82,475,1234.33,Interpolated (Month),13746
2025,3,Europe,Model S,13639,15599,80450.83,75,435,889.94,Official (Quarter),10995
2022,6,Europe,Model X,14719,15739,88440.08,75,448,989.12,Interpolated (Month),14983
2016,2,North America,Model X,4821,5380,59161.16,82,490,354.34,Estimated (Region),8445
2021,10,Asia,Cybertruck,18256,20576,50667.73,100,570,1560.89,Official (Quarter),13886
2020,12,Middle East,Model Y,7133,8020,99275.57,120,716,766.08,Estimated (Region),7907
2024,2,Middle East,Model Y,12422,12757,100689.52,60,354,659.61,Estimated (Region),11149
2023,3,Europe,Cybertruck,7822,7970,89595.14,60,334,391.88,Estimated (Region),11457
2022,7,North America,Model X,9618,10791,116824.64,100,596,859.85,Official (Quarter),13911
2017,9,North America,Model S,5641,5822,79739.56,75,446,377.38,Estimated (Region),9084
2024,12,Europe,Model S,13871,14673,104537.29,60,351,730.31,Interpolated (Month),3714
2025,5,Middle East,Cybertruck,9413,10180,56933.95,82,464,655.14,Official (Quarter),3615
2023,2,Middle East,Cybertruck,4924,5240,56906.02,75,435,321.29,Interpolated (Month),4724
2017,1,Europe,Model Y,6923,7757,115045.96,75,427,443.42,Official (Quarter),13873
2022,9,North America,Model Y,12817,13582,90597.75,120,716,1376.55,Official (Quarter),3825
2022,3,Asia,Cybertruck,1738,1822,83295.85,82,475,123.83,Official (Quarter),14831
2015,8,Europe,Model 3,8920,9986,60494.22,100,561,750.62,Interpolated (Month),11667
2021,5,Asia,Cybertruck,8270,8687,66413.88,100,574,712.05,Interpolated (Month),9621
2023,4,Europe,Model 3,8269,9395,75423.24,60,338,419.24,Interpolated (Month),9008
2020,9,Europe,Cybertruck,4085,4224,114555.63,100,579,354.78,Estimated (Region),7559
2025,10,Europe,Model S,6234,7024,92150.8,60,343,320.74,Official (Quarter),7895
2017,9,Middle East,Cybertruck,1599,1791,100057.01,75,434,104.09,Official (Quarter),3640
2022,6,Asia,Cybertruck,2877,3286,104403.01,60,338,145.86,Interpolated (Month),13130
2015,10,Europe,Model 3,20240,21254,103963.85,75,416,1262.98,Estimated (Region),3901
2019,10,Europe,Model X,10136,11624,85130.87,100,572,869.67,Estimated (Region),12041
2017,7,Europe,Model Y,5659,6096,87488.77,60,340,288.61,Official (Quarter),7245
2024,2,Asia,Model 3,5081,5645,93939.03,60,341,259.89,Official (Quarter),4692
2023,1,Asia,Model S,11307,12268,88740.07,75,413,700.47,Estimated (Region),8631
2015,10,Middle East,Model X,8150,8565,100733.67,60,331,404.65,Interpolated (Month),6783
2024,9,Europe,Model X,12707,13306,89277.71,100,576,1097.88,Estimated (Region),12881
2016,3,Asia,Model Y,4663,5336,83848.2,75,442,309.16,Interpolated (Month),9602
2018,3,Europe,Model 3,8163,8605,78591.89,100,583,713.85,Interpolated (Month),3680
2016,9,North America,Model S,8660,8899,112579.28,100,582,756.02,Interpolated (Month),4825
2015,7,North America,Model X,16092,17133,58930.62,100,564,1361.38,Interpolated (Month),7356
2015,11,North America,Model X,8217,8736,101630.76,82,460,566.97,Interpolated (Month),4325
2018,6,Middle East,Model S,4979,5264,108740.26,75,417,311.44,Official (Quarter),9068
2024,7,Asia,Cybertruck,13917,14312,88350.96,75,413,862.16,Interpolated (Month),12170
2020,12,Middle East,Cybertruck,13238,14552,82539.83,82,476,945.19,Official (Quarter),8395
2022,3,Asia,Model Y,6140,6345,100218.25,82,489,450.37,Official (Quarter),9333
2022,1,Middle East,Model S,12928,13924,108042.72,82,469,909.48,Estimated (Region),9850
2022,2,Europe,Model X,6243,6550,100430.36,82,477,446.69,Interpolated (Month),6993
2025,9,Europe,Model S,3139,3160,88476.88,120,688,323.94,Interpolated (Month),14134
2019,10,Asia,Model Y,10998,11172,85429.79,100,590,973.32,Estimated (Region),14233
2021,12,North America,Model 3,8179,8488,81791.72,75,426,522.64,Interpolated (Month),14784
2025,2,Asia,Model X,20012,20874,91474.05,75,423,1269.76,Estimated (Region),3665
2022,4,Middle East,Cybertruck,5774,6197,81518.56,60,335,290.14,Interpolated (Month),6691
2018,7,Asia,Cybertruck,9208,9785,75046.79,60,347,479.28,Estimated (Region),9907
2021,8,Europe,Cybertruck,8120,8360,72207.87,60,338,411.68,Estimated (Region),9370
2024,6,Europe,Model X,8099,8458,110962.43,100,550,668.17,Estimated (Region),3252
2017,9,North America,Model 3,6860,7053,55388.02,75,438,450.7,Estimated (Region),7593
2015,1,North America,Model 3,9446,9528,110632.33,75,435,616.35,Estimated (Region),11496
2024,1,North America,Model S,12668,14186,59337.2,100,555,1054.61,Estimated (Region),14065
2017,11,Middle East,Model Y,7895,8875,61949.59,75,413,489.1,Official (Quarter),5453
2021,10,Middle East,Model 3,18542,19705,99990.72,120,711,1977.5,Estimated (Region),4856
2020,5,Asia,Model 3,11711,13448,53832.15,82,465,816.84,Estimated (Region),8782
2025,6,Middle East,Model Y,6722,7395,100181.89,82,474,477.93,Official (Quarter),14504
2021,5,North America,Model S,15795,17652,81728.32,82,483,1144.35,Estimated (Region),13063
2022,9,Asia,Model Y,6777,6917,117632.46,120,709,720.73,Interpolated (Month),5453
2019,9,Middle East,Model 3,10505,10991,75810.76,120,706,1112.48,Interpolated (Month),12731
2025,8,Asia,Model X,11494,12162,90336.06,100,591,1018.94,Official (Quarter),5260
2021,10,Asia,Model 3,8427,9515,54890.33,82,478,604.22,Official (Quarter),5073
2023,4,Middle East,Model Y,6542,7323,80221.3,82,469,460.23,Interpolated (Month),9154
2017,10,North America,Model Y,8058,8608,96743.24,60,355,429.09,Interpolated (Month),5036
2017,11,North America,Model Y,11474,13004,76002.71,75,419,721.14,Official (Quarter),8872
2020,3,Middle East,Model X,8652,9846,90711.22,100,576,747.53,Interpolated (Month),10156
2016,4,Middle East,Model X,9604,10742,71327.54,82,454,654.03,Estimated (Region),7835
2017,9,Europe,Model Y,10381,10884,112854.34,60,356,554.35,Interpolated (Month),6903
2020,12,Asia,Cybertruck,14908,16217,88333.13,75,436,974.98,Interpolated (Month),6113
2021,2,Middle East,Cybertruck,10591,11638,93729.05,75,423,672.0,Estimated (Region),7536
2017,12,Europe,Cybertruck,8177,8522,117435.22,60,330,404.76,Estimated (Region),11592
2020,5,North America,Model X,7373,8436,106508.32,120,687,759.79,Interpolated (Month),5683
2022,5,Europe,Model Y,21772,23530,89555.17,60,358,1169.16,Official (Quarter),13826
2019,1,Asia,Model X,6060,6093,53692.08,100,591,537.22,Interpolated (Month),4415
2020,6,Europe,Model 3,4355,4949,94372.26,75,415,271.1,Estimated (Region),13908
2020,11,North America,Model S,11189,11741,52954.03,60,344,577.35,Interpolated (Month),9533
2020,11,Europe,Model Y,9563,10725,87560.47,100,563,807.6,Estimated (Region),3739
2024,4,Middle East,Model X,10425,11691,108738.51,120,714,1116.52,Interpolated (Month),9110
2021,3,Middle East,Model 3,7304,7847,79478.32,75,427,467.82,Estimated (Region),5776
2023,6,Middle East,Model Y,6457,6467,66962.8,82,478,462.97,Estimated (Region),5773
2021,5,Europe,Cybertruck,4349,4579,94954.67,82,461,300.73,Estimated (Region),4311
2021,12,North America,Model Y,9243,9841,53775.28,100,575,797.21,Interpolated (Month),9056
2020,8,Asia,Cybertruck,9144,10132,114279.95,82,467,640.54,Official (Quarter),5295
2025,9,Middle East,Model S,7781,8045,81911.78,75,448,522.88,Interpolated (Month),13205
2025,10,Asia,Model Y,3475,3792,98144.11,75,430,224.14,Estimated (Region),13516
2021,11,North America,Model Y,8184,8928,92298.17,82,484,594.16,Estimated (Region),8100
2019,5,Asia,Model 3,10109,10873,72596.69,82,461,699.04,Official (Quarter),8567
2018,4,Middle East,Model S,15421,17636,89602.15,120,690,1596.07,Estimated (Region),4020
2021,8,Middle East,Model X,10813,11769,81493.89,60,355,575.79,Estimated (Region),14482
2022,7,Middle East,Cybertruck,1519,1626,116811.34,60,333,75.87,Estimated (Region),14355
2022,3,North America,Model X,10773,10838,72050.58,75,434,701.32,Estimated (Region),14407
2019,12,North America,Model Y,8103,9221,95517.85,60,332,403.53,Interpolated (Month),14374
2019,5,Middle East,Cybertruck,10704,11117,59496.3,100,563,903.95,Interpolated (Month),7620
2017,4,North America,Model S,12976,14909,53143.79,60,352,685.13,Estimated (Region),7460
2021,12,Middle East,Model Y,8528,9359,73030.4,120,683,873.69,Official (Quarter),6145
2025,8,North America,Model Y,11732,11828,62362.96,82,473,832.39,Official (Quarter),8772
2022,4,Middle East,Model X,9731,9758,57037.13,60,344,502.12,Official (Quarter),11279
2023,1,North America,Model Y,8479,8785,61769.88,75,448,569.79,Interpolated (Month),10410
2015,5,Middle East,Model S,11967,13068,79277.01,100,596,1069.85,Estimated (Region),13392
2019,4,North America,Model S,17426,19342,119679.51,120,677,1769.61,Estimated (Region),9458
2017,5,North America,Model Y,13550,15031,110318.36,120,676,1373.97,Estimated (Region),12684
2018,8,North America,Model Y,14778,16688,90398.2,82,487,1079.53,Official (Quarter),10163
2021,3,North America,Cybertruck,10254,11098,65352.43,120,685,1053.6,Interpolated (Month),10827
2022,11,North America,Model 3,8720,9064,64690.53,75,434,567.67,Estimated (Region),4067
2019,4,Middle East,Model Y,4063,4144,116731.5,120,664,404.67,Official (Quarter),5389
2015,11,Europe,Model 3,9802,10703,61692.38,100,599,880.71,Estimated (Region),5780
2016,8,Asia,Model X,7416,7599,73115.05,100,587,652.98,Estimated (Region),9232
2018,8,Asia,Model S,19214,21124,97534.66,60,357,1028.91,Official (Quarter),14963
2016,8,Middle East,Model X,6992,7205,86633.07,75,423,443.64,Estimated (Region),12514
2025,7,Middle East,Model X,12850,13463,93479.34,82,457,880.87,Official (Quarter),13151
2019,4,Europe,Model Y,14301,14600,89844.45,120,712,1527.35,Interpolated (Month),9997
2021,3,Europe,Model S,8512,9440,50050.18,120,716,914.19,Interpolated (Month),4974
2019,1,North America,Model S,10197,10593,53697.87,82,480,734.18,Estimated (Region),4455
2021,7,Asia,Model S,14261,14799,118672.06,120,696,1488.85,Official (Quarter),12522
2022,11,Middle East,Model S,6579,7084,97089.95,120,683,674.02,Interpolated (Month),6015
2023,12,Europe,Model 3,8304,8654,92296.77,100,590,734.9,Estimated (Region),12136
2018,5,North America,Cybertruck,9784,10643,87896.21,60,332,487.24,Interpolated (Month),3684
2022,4,Asia,Model 3,17279,19696,55325.93,60,345,894.19,Official (Quarter),11243
2025,3,Asia,Cybertruck,8756,9316,115763.66,60,342,449.18,Estimated (Region),7300
2017,2,North America,Model X,10354,10816,57375.54,82,483,750.15,Interpolated (Month),10729
2018,3,Middle East,Cybertruck,5287,5627,69314.59,120,706,559.89,Official (Quarter),5715
2022,10,North America,Model Y,15752,16614,77495.0,100,584,1379.88,Official (Quarter),14254
2015,11,North America,Model S,10329,11783,105914.83,82,491,760.73,Interpolated (Month),7208
2024,2,North America,Model X,11602,11971,110031.14,75,414,720.48,Official (Quarter),5585
2023,9,Europe,Model Y,10273,10978,89853.46,75,438,674.94,Interpolated (Month),10106
2024,6,Middle East,Model Y,2967,3030,50262.16,75,432,192.26,Interpolated (Month),4285
2022,6,Middle East,Model 3,5746,6002,70744.37,120,703,605.92,Estimated (Region),5757
2016,7,Middle East,Model Y,6006,6682,95986.86,60,358,322.52,Interpolated (Month),3827
2024,9,Middle East,Model 3,14814,16837,69179.34,100,575,1277.71,Official (Quarter),14504
2016,9,Middle East,Model Y,11327,11802,110083.92,75,423,718.7,Estimated (Region),13929
2022,1,Middle East,Model Y,4543,4659,96732.12,75,435,296.43,Official (Quarter),10722
2016,8,Asia,Model 3,13615,13742,85875.19,100,590,1204.93,Estimated (Region),8510
2021,5,North America,Model X,8612,8882,81873.01,75,446,576.14,Estimated (Region),4253
2019,11,North America,Model X,15709,16507,89461.6,82,459,1081.56,Estimated (Region),11903
2021,3,Middle East,Model S,7004,7128,50954.79,120,678,712.31,Estimated (Region),11375
2023,6,Europe,Model X,14659,15639,89537.28,100,573,1259.94,Interpolated (Month),3575
2019,10,Asia,Model X,6022,6408,61260.22,100,585,528.43,Interpolated (Month),12106
2020,9,Europe,Model X,6776,6874,83323.97,100,599,608.82,Interpolated (Month),12245
2015,4,North America,Cybertruck,8239,8701,93810.19,82,471,582.09,Estimated (Region),13277
2023,8,North America,Model X,8590,9691,82995.77,82,486,626.21,Estimated (Region),6498
2019,12,North America,Model S,7274,7421,60194.01,120,701,764.86,Official (Quarter),10713
2017,1,Asia,Model X,10838,11231,99976.68,120,709,1152.62,Official (Quarter),12647
2016,7,Middle East,Cybertruck,11207,11302,69753.1,60,337,566.51,Official (Quarter),5963
2024,4,Middle East,Model S,2533,2535,52994.83,120,674,256.09,Interpolated (Month),4371
2018,3,North America,Model Y,11880,12049,81504.1,60,340,605.88,Interpolated (Month),13448
2024,6,North America,Cybertruck,9127,10395,92231.55,100,560,766.67,Estimated (Region),14035
2018,4,Asia,Model 3,7151,7932,72647.13,100,583,625.35,Interpolated (Month),9678
2019,6,Middle East,Model 3,14598,14636,53430.33,100,578,1265.65,Official (Quarter),12833
2018,8,Middle East,Model Y,6662,7067,68841.31,60,335,334.77,Official (Quarter),12400
2016,5,Middle East,Model X,17304,18501,94604.1,60,349,905.86,Official (Quarter),13741
2024,10,North America,Model Y,8801,9671,72650.43,75,425,561.06,Official (Quarter),10943
2019,3,Middle East,Model 3,10442,10571,60816.46,60,343,537.24,Estimated (Region),9125
2020,4,Middle East,Model S,4948,5450,106224.85,120,693,514.34,Estimated (Region),11890
2016,11,Middle East,Model S,14506,16442,74211.42,75,418,909.53,Interpolated (Month),3305
2018,5,Middle East,Model S,3250,3571,80942.34,100,582,283.72,Official (Quarter),3737
2024,8,Middle East,Model X,11996,13445,61313.12,75,423,761.15,Interpolated (Month),11154
2019,2,Middle East,Model S,10927,11572,92574.8,82,469,768.71,Interpolated (Month),11908
2023,4,North America,Model 3,6794,7068,91341.28,75,435,443.31,Interpolated (Month),4847
2015,11,North America,Model 3,14261,15902,78135.16,100,573,1225.73,Estimated (Region),10530
2015,9,North America,Model 3,5573,5629,102497.23,120,672,561.76,Official (Quarter),13776
2021,7,Middle East,Cybertruck,15021,16617,65039.82,82,452,1018.42,Official (Quarter),5413
2025,3,Europe,Cybertruck,18467,19834,111179.86,82,487,1349.01,Estimated (Region),3131
2017,12,North America,Model X,7720,8424,69673.48,82,458,530.36,Interpolated (Month),7557
2021,4,North America,Model S,5351,5870,53133.79,120,663,532.16,Interpolated (Month),8486
2019,9,Europe,Cybertruck,10142,10308,117608.57,75,419,637.42,Estimated (Region),10776
2019,4,North America,Model 3,8072,8717,78395.17,100,558,675.63,Official (Quarter),14729
2021,8,Europe,Model S,14448,16151,82371.98,100,597,1293.82,Estimated (Region),8836
2023,2,Middle East,Model S,14650,15685,77856.71,60,339,744.95,Official (Quarter),8416
2024,5,Asia,Model Y,12999,13611,118146.86,100,564,1099.72,Estimated (Region),13671
2015,2,Asia,Cybertruck,13254,14878,88864.06,75,432,858.86,Estimated (Region),5902
2018,3,Middle East,Model S,11749,13122,51134.03,120,709,1249.51,Official (Quarter),3481
2025,8,Middle East,Model 3,13723,14813,109040.83,82,460,946.89,Official (Quarter),8309
2021,2,Middle East,Model Y,9542,10420,56140.23,82,467,668.42,Estimated (Region),11559
2020,10,Asia,Model S,9818,10354,94757.05,60,333,490.41,Interpolated (Month),8163
2023,11,Middle East,Cybertruck,6610,7068,69560.97,82,460,456.09,Estimated (Region),13491
2020,9,North America,Model Y,5968,6210,107593.22,60,345,308.84,Interpolated (Month),8541
2023,7,North America,Model 3,1351,1504,92735.92,82,465,94.23,Estimated (Region),5519
2016,1,North America,Model 3,304,339,52773.32,82,470,21.43,Interpolated (Month),4259
2023,8,North America,Model 3,14715,15833,117648.65,60,347,765.92,Interpolated (Month),13679
2024,11,North America,Model Y,10821,11949,71587.62,60,356,577.84,Interpolated (Month),12380
2017,7,North America,Model S,14291,14867,75791.42,120,713,1528.42,Official (Quarter),10997
2025,2,Middle East,Model S,889,1013,63698.9,60,352,46.94,Estimated (Region),3282
2020,5,Middle East,Model X,4010,4210,72152.81,120,706,424.66,Official (Quarter),3624
2024,3,Asia,Cybertruck,12472,13069,76677.65,120,696,1302.08,Interpolated (Month),10483
2023,8,Europe,Model Y,10695,11633,69661.83,75,446,715.5,Estimated (Region),6649
2017,9,Europe,Model 3,11041,11651,80264.24,60,330,546.53,Interpolated (Month),6114
2021,5,Europe,Model Y,8033,9028,65934.28,60,345,415.71,Official (Quarter),12673
2020,4,Europe,Model X,3764,3814,110549.65,82,464,261.97,Interpolated (Month),5139
2022,11,Middle East,Cybertruck,8583,8668,118325.58,100,597,768.61,Official (Quarter),3725
2017,5,North America,Model X,12138,13438,82320.13,100,596,1085.14,Estimated (Region),11335
2015,10,Europe,Cybertruck,7750,8169,56410.75,75,446,518.47,Estimated (Region),4641
2022,7,Europe,Model 3,14915,16926,93662.74,82,451,1009.0,Interpolated (Month),5235
2019,1,Middle East,Model S,9647,10103,57463.65,82,466,674.33,Estimated (Region),4193
2023,7,Europe,Model X,6115,6844,94154.58,120,695,637.49,Official (Quarter),7242
2025,8,Middle East,Model Y,8158,8270,98015.05,75,428,523.74,Official (Quarter),13377
2019,7,North America,Model X,8155,8938,71991.34,75,448,548.02,Interpolated (Month),3401
2016,12,Asia,Cybertruck,2907,3031,64225.62,75,441,192.3,Official (Quarter),7638
2018,2,Europe,Model X,10561,11898,83881.44,75,431,682.77,Interpolated (Month),6701
2024,8,North America,Model S,13280,14791,70795.64,60,342,681.26,Interpolated (Month),5231
